gene	BB09.rpkm	BB10.rpkm	BB17.rpkm	BB19.rpkm	BB20.rpkm	BB21.rpkm	BB11.rpkm	BB12.rpkm	BB18.rpkm	reflen
yfhR.t01	629	510	218	196	180	364	498	1540	301	855
csiE.t01	1719	1594	834	1379	1133	1478	2454	2968	974	1281
hcaT.t01	943	831	320	408	501	683	928	2167	469	1140
hcaR.t01	890	724	439	727	582	729	1818	2275	507	891
iroK.t01	3	9	6	1	3	0	4	16	6	66
hcaE.t01	1100	787	277	391	255	625	643	2336	524	1362
hcaF.t01	313	243	75	103	92	199	318	788	135	519
hcaC.t01	179	87	32	42	59	141	134	476	79	321
hcaB.t01	545	422	152	166	147	305	404	1218	268	813
hcaD.t01	933	744	247	328	321	405	756	2086	429	1203
yphA.t01	380	220	68	226	319	345	303	768	151	423
yphB.t01	663	492	157	147	152	376	490	1280	294	873
yphC.t01	693	554	198	235	188	390	572	1716	274	1062
yphD.t01	643	552	259	189	268	406	387	1806	289	999
yphE.t01	1046	868	344	280	340	567	664	2403	569	1512
yphF.t01	772	609	155	156	118	415	540	1838	319	984
yphG.t01	2249	1839	572	629	570	1231	1604	5269	965	3282
yphH.t01	1042	801	206	300	346	508	661	2115	381	1194
glyA.t01	7596	6992	5192	4737	3961	3192	11134	8361	7141	1254
hmp.t01	1187	962	405	403	361	610	653	2098	406	1191
glnB.t01	278	261	174	128	157	208	230	518	135	339
glrR.t01	1667	1523	712	651	641	792	865	2236	618	1335
yfhG.t01	1033	833	707	524	501	517	551	1247	280	714
glrK.t01	1184	928	285	400	375	624	760	2301	490	1428
glmY.r01	147	91	18	100	78	87	236	300	76	184
purL.t01	5795	5241	2256	2233	1847	2081	13127	13717	7144	3888
mltF.t01	1332	915	349	350	375	724	693	2751	408	1557
tadA.t01	376	331	98	160	97	203	237	725	175	504
pgpC.t01	589	501	238	308	266	438	507	1105	278	636
yfhH.t01	701	653	257	183	212	331	466	1415	185	849
yfhL.t01	299	289	103	84	79	129	221	416	148	261
shoB.t01	31	33	6	5	13	27	28	79	14	81
ohsC.r01	20	28	5	5	10	15	11	72	9	77
acpS.t01	219	200	35	53	46	85	222	559	101	381
pdxJ.t01	1513	1378	893	640	573	570	977	1414	447	732
recO.t01	781	565	267	251	286	318	422	1037	248	729
era.t01	1028	918	396	474	389	490	525	1336	332	906
rnc.t01	1235	1085	625	737	544	602	684	1329	257	681
lepB.t01	1320	1327	772	470	480	549	902	1589	426	975
lepA.t01	2457	2032	1070	804	736	890	1283	2918	688	1800
rseC.t01	459	394	248	228	216	215	287	650	214	480
rseB.t01	2495	2309	1250	1053	1082	784	1164	1934	773	957
rseA.t01	1893	1592	1001	1391	1119	1087	2364	2085	850	651
rpoE.t01	634	586	300	367	392	351	684	1187	235	576
nadB.t01	991	685	218	265	327	522	618	2007	378	1623
trmN.t01	504	425	234	118	176	221	258	984	186	738
srmB.t01	2999	2855	1726	1795	1405	1299	1934	2633	1095	1335
yfiE.t01	549	354	151	162	133	275	321	1161	222	882
eamB.t01	395	228	122	83	79	237	237	611	146	588
grcA.t01	351	230	121	148	172	191	456	670	263	384
ung.t01	1009	846	378	374	379	406	492	1086	276	690
yfiF.t01	1100	1050	506	416	350	504	649	1574	440	1038
trxC.t01	948	742	608	560	527	503	553	664	299	420
yfiP.t01	1857	1970	1656	576	415	701	731	1430	380	699
pka.t01	3257	2741	1961	2138	1786	2110	3671	4468	1470	2661
pssA.t01	4959	4447	2996	2062	1890	1966	2456	2969	1201	1356
yfiM.t01	230	191	109	277	272	321	406	673	252	324
kgtP.t01	3477	3501	2589	6715	5432	5313	8613	5867	4136	1299
rrfG.r01	0	0	0	0	0	0	0	0	0	120
rrlG.r01	0	0	0	0	0	0	0	0	0	2904
gltW.r01	0	0	0	0	0	0	0	0	0	76
rrsG.r01	29548	31758	19664	26939	25258	25115	20313	15503	12578	1542
clpB.t01	2891	1998	1048	2926	2751	2415	4733	4926	1891	2574
ryfD.r01	125	144	70	183	140	133	313	238	97	143
yfiH.t01	477	384	150	242	213	274	242	858	168	732
rluD.t01	1076	967	539	629	636	658	649	1288	479	981
bamD.t01	5080	4736	2992	2642	2541	2013	2435	2330	1194	738
raiA.t01	4419	3845	2439	6458	5583	5151	15788	7133	3304	342
pheL.t01	0	0	0	0	0	0	0	0	0	48
pheA.t01	2497	2044	1179	1040	1006	1024	1195	1959	624	1161
tyrA.t01	677	501	152	200	240	320	531	1624	332	1122
aroF.t01	992	626	426	325	345	431	547	1663	369	1071
yfiL.t01	279	239	97	645	547	523	388	678	202	366
yfiR.t01	718	621	391	308	253	307	448	938	237	519
yfiN.t01	1153	1070	620	359	375	486	647	1496	308	1227
yfiB.t01	731	749	458	293	240	350	315	751	196	483
rplS.t01	402	486	160	167	113	215	285	654	133	348
trmD.t01	3508	3668	2397	1516	1447	1481	1627	2134	985	768
rimM.t01	2114	1784	1158	799	652	854	733	1127	436	549
rpsP.t01	5213	5561	4456	2838	2271	1703	1745	1361	912	249
ffh.t01	2159	1893	1210	789	707	955	1263	2511	854	1362
ypjD.t01	904	848	391	327	298	353	443	1113	264	792
yfjD.t01	2830	2794	1407	1088	943	1218	1636	2807	697	1287
grpE.t01	11568	8117	4684	5667	5900	4188	7914	3749	1873	594
nadK.t01	1291	1163	717	1241	1064	1185	1022	1973	553	879
recN.t01	2140	1817	1157	40028	38086	28797	29616	21394	16743	1662
bamE.t01	736	716	451	689	590	527	651	748	259	342
ratB.t01	215	185	89	56	66	102	108	421	52	291
ratA.t01	412	283	105	79	106	135	236	727	213	477
smpB.t01	2758	2633	2130	1858	1795	1537	1638	1610	927	483
ssrA.t01	44925	42278	29580	62309	51294	46716	100998	79390	38766	363
intA.t01	1015	871	339	365	369	508	727	2022	463	1242
yfjH.t01	834	783	356	286	347	395	858	1654	390	957
alpA.t01	140	107	17	26	14	61	73	300	65	213
yfjI.t01	1298	1152	411	363	293	597	972	2876	488	1410
yfjJ.t01	410	310	151	54	62	219	237	1085	124	627
yfjK.t01	2026	1545	795	873	895	1126	1420	4040	713	2190
yfjL.t01	2356	1866	1074	1523	1317	1530	1541	3155	891	1617
yfjM.t01	181	140	64	50	51	58	122	442	60	264
rnlA.t01	1366	1170	580	938	900	1031	1136	2100	556	1074
rnlB.t01	590	407	334	941	902	907	728	832	395	372
yfjP.t01	567	396	161	168	149	260	300	1518	278	864
yfjQ.t01	548	400	156	152	144	277	442	1506	231	822
yfjR.t01	581	384	96	121	123	217	239	1203	225	702
ypjK.t01	170	143	66	37	21	57	96	384	82	237
yfjS.t01	313	285	99	84	93	186	202	785	110	444
yfjT.t01	333	322	118	84	76	149	172	793	118	468
yfjW.t01	1344	1237	463	566	716	783	1325	3054	536	1704
yfjX.t01	327	255	71	72	89	149	204	803	124	459
yfjY.t01	361	279	86	109	94	137	185	911	137	483
ypjJ.t01	141	87	46	32	37	44	110	295	65	201
yfjZ.t01	233	156	51	45	51	102	169	656	73	318
ypjF.t01	241	154	86	64	57	140	147	586	79	330
psaA.t01	0	0	0	0	0	0	0	0	0	14
ypjA.t01	4121	3123	1150	1498	1564	2093	2612	9252	1552	4581
ileY.r01	43	21	2	9	3	30	35	87	23	76
csiD.t01	790	671	261	4734	3998	4088	6314	3722	1687	978
lhgO.t01	941	749	345	4663	4085	4465	4534	4755	2129	1269
gabD.t01	897	725	213	804	932	938	986	2586	673	1449
gabT.t01	844	680	287	2157	1780	2087	1828	3061	1012	1281
gabP.t01	1128	877	338	874	756	974	1179	2829	649	1401
csiR.t01	516	473	117	720	556	758	802	1348	308	663
ygaU.t01	474	360	166	1656	1385	1491	1149	1270	477	450
yqaE.t01	151	136	40	180	133	130	153	408	84	159
ygaV.t01	328	261	135	122	90	121	222	600	133	300
ygaP.t01	706	465	154	260	211	318	487	1218	227	525
stpA.t01	696	704	300	287	215	258	371	795	189	405
alaE.t01	439	372	170	258	207	303	264	918	210	450
ygaC.t01	311	259	73	148	134	217	191	798	109	345
ygaM.t01	745	757	324	19730	18322	14814	6715	3050	2212	330
nrdH.t01	453	467	489	87	92	121	741	695	315	246
nrdI.t01	291	315	148	70	68	167	217	719	143	411
nrdE.t01	2456	1967	1154	608	503	791	1934	4928	1275	2145
nrdF.t01	957	912	480	266	251	431	780	2169	473	960
proV.t01	7161	6683	3703	1539	1339	1523	3513	5250	2414	1203
proW.t01	2698	2085	1133	659	513	614	1247	2711	1105	1065
proX.t01	4438	4374	2740	1389	1211	1185	3665	3948	2236	993
ygaZ.t01	2391	2183	1051	863	761	850	1134	1994	723	738
ygaH.t01	1533	1264	784	639	614	489	605	943	504	336
mprA.t01	6271	5717	3721	2007	1950	1429	1780	2069	1067	531
emrA.t01	1185	941	382	497	489	559	862	2380	494	1173
emrB.t01	1571	1136	426	471	436	748	931	3044	653	1539
luxS.t01	1430	1356	743	1473	1545	1326	1339	1668	782	516
micA.r01	51	53	16	19	20	39	29	102	10	78
gshA.t01	3647	3654	2104	5908	5977	5053	5575	5603	2739	1557
yqaA.t01	1523	1700	1030	1092	1206	1108	925	1526	503	429
yqaB.t01	1097	884	308	471	381	486	476	1439	372	567
argQ.r01	0	0	0	0	0	0	0	0	0	77
argZ.r01	0	0	0	0	0	0	0	0	0	77
argY.r01	0	0	0	0	0	0	0	0	0	77
argV.r01	1721	1678	1172	1148	863	778	923	865	469	77
serV.r01	1236	1246	936	817	607	516	510	427	306	93
csrA.t01	2983	2775	2149	6491	5295	5415	8444	4390	1904	186
alaS.t01	9597	8460	5747	3118	2972	3162	4473	7974	2649	2631
recX.t01	497	554	162	598	656	636	1255	1558	604	501
recA.t01	1897	1702	844	15102	12344	11367	12218	10342	6516	1062
pncC.t01	634	567	268	287	325	451	413	1099	226	498
mltB.t01	2003	1710	1016	1506	1357	1243	1368	2983	980	1086
srlA.t01	4044	3571	2272	194	201	328	376	1244	226	564
srlE.t01	5390	4894	3047	286	274	523	694	2158	500	960
srlB.t01	2894	2832	1507	155	125	206	217	911	161	372
srlD.t01	6562	5787	4126	302	276	452	682	1644	374	780
srlM.t01	848	810	480	131	110	222	158	760	155	360
srlR.t01	2536	2327	1424	695	503	725	1038	1976	434	774
srlQ.t01	1428	1069	560	253	187	494	702	1995	451	966
norR.t01	1361	1025	293	378	384	677	975	3152	800	1515
norV.t01	1458	1131	334	464	502	883	962	3572	701	1440
norW.t01	1072	832	258	259	245	655	623	3017	590	1134
hypF.t01	2037	1786	625	638	622	1235	1518	5491	1071	2253
hydN.t01	530	472	146	151	144	232	398	1158	290	528
ascG.t01	1331	1084	642	450	537	723	951	2883	697	1011
ascF.t01	1241	1163	345	407	360	736	972	3739	683	1458
ascB.t01	1277	1243	389	426	400	774	987	3728	724	1425
hycI.t01	522	531	235	257	257	330	707	1473	292	471
hycH.t01	376	218	88	96	87	210	258	893	191	411
hycG.t01	669	572	193	237	218	380	403	1828	293	768
hycF.t01	541	392	79	156	131	250	318	1302	241	543
hycE.t01	1472	1185	447	406	373	962	1050	4195	862	1710
hycD.t01	783	751	210	224	214	454	706	2212	427	924
hycC.t01	1538	1386	369	555	452	1086	1288	4650	1056	1827
hycB.t01	472	418	134	120	112	295	335	1375	267	612
hycA.t01	430	485	175	132	129	235	443	1415	232	462
hypA.t01	357	246	142	93	94	224	388	884	190	351
hypB.t01	820	745	332	334	379	464	573	2114	526	873
hypC.t01	242	166	101	45	76	148	214	513	111	273
hypD.t01	1110	936	379	420	344	651	938	2895	652	1122
hypE.t01	817	838	248	328	282	527	785	2543	451	1011
fhlA.t01	2125	1989	601	1194	1323	1969	1920	5748	1291	2079
ygbA.t01	289	337	104	91	133	157	252	1071	158	354
mutS.t01	4285	3978	1962	1316	1405	1943	2843	6952	1976	2562
pphB.t01	732	757	174	195	191	365	575	1807	429	657
ygbI.t01	956	905	393	277	305	479	935	2495	540	768
ygbJ.t01	1004	749	263	290	342	533	698	2665	479	909
ygbK.t01	1247	1063	308	341	404	600	872	3264	715	1167
ygbL.t01	578	527	128	154	122	355	363	1619	328	639
ygbM.t01	919	780	297	307	222	365	742	2229	473	777
ygbN.t01	1469	1127	363	387	331	786	1045	3686	723	1365
rpoS.t01	1651	1451	597	1067	956	1137	1746	3680	912	993
nlpD.t01	5942	5123	2685	4578	4296	3654	6352	5948	2795	1140
pcm.t01	797	717	300	282	267	431	550	1768	334	627
umpG.t01	980	857	428	462	408	548	732	2200	526	762
truD.t01	1439	1215	701	839	720	1085	1416	2993	740	1050
ispF.t01	603	562	270	269	196	373	414	1392	318	480
ispD.t01	2222	1930	1074	918	651	860	897	2137	673	711
ftsB.t01	760	679	263	318	285	327	423	888	283	312
ygbE.t01	593	416	257	243	216	309	434	1109	258	324
cysC.t01	542	510	202	152	184	301	565	1579	242	606
cysN.t01	1619	1387	451	432	514	870	2710	4384	1344	1428
cysD.t01	1063	1003	357	357	300	624	2758	3676	1119	909
iap.t01	1154	1021	345	382	422	758	811	3303	562	1038
ygbF.t01	371	283	73	65	97	191	218	860	177	285
ygbT.t01	1010	893	319	279	290	515	719	2843	530	918
casE.t01	746	546	302	187	232	404	601	1675	273	600
casD.t01	786	650	274	266	235	396	522	2007	333	675
casC.t01	1292	1075	449	330	338	626	996	3570	594	1092
casB.t01	488	420	138	109	129	256	426	1338	235	483
casA.t01	1579	1558	473	368	490	1119	1338	4636	889	1509
ygcB.t01	2978	2763	859	770	704	1556	2205	7923	1502	2667
sokX.r01	0	0	0	0	0	0	0	0	0	56
cysH.t01	962	912	268	381	360	520	4016	3597	1730	735
cysI.t01	1745	1587	456	492	543	963	2155	5270	1330	1713
cysJ.t01	1841	1514	429	452	479	1088	1876	5047	1160	1800
queD.t01	412	442	215	152	161	250	256	1070	160	366
ygcN.t01	1424	1140	418	448	402	840	1074	3622	744	1272
ygcO.t01	288	234	123	71	83	110	215	624	133	261
ygcP.t01	611	646	138	141	162	380	579	1624	396	576
ygcQ.t01	845	606	179	267	239	483	614	2225	414	861
ygcR.t01	736	649	164	143	285	493	566	1979	380	780
ygcS.t01	1454	1122	343	421	381	794	1107	3549	720	1338
ygcU.t01	1495	1486	523	415	505	1096	1451	4683	868	1455
ygcW.t01	918	853	236	231	236	544	748	2537	444	786
yqcE.t01	1458	1349	391	410	523	767	1305	4003	794	1278
ygcE.t01	1578	1406	500	411	451	1154	1362	4721	944	1479
queE.t01	880	658	377	254	244	550	740	2208	341	672
yqcG.t01	111	129	59	26	47	55	109	412	69	141
ygcG.t01	895	923	264	226	228	585	802	2518	475	873
eno.t01	9388	8084	5015	5119	4404	3836	3425	4989	1832	1299
pyrG.t01	9589	9834	7013	2971	2809	3074	2566	5879	1648	1638
mazG.t01	930	875	302	372	409	608	853	2666	586	792
mazF.t01	528	411	225	196	234	313	379	1003	230	336
mazE.t01	386	405	205	224	140	257	311	727	216	249
relA.t01	4226	3992	1922	2588	2421	2808	3406	8065	2074	2235
rlmD.t01	2723	2512	1575	1330	1233	1411	2068	4721	1130	1302
barA.t01	4412	4157	1737	1601	1588	2335	3301	9232	1943	2757
gudD.t01	1812	1420	486	503	532	949	1111	4055	902	1341
gudX.t01	1531	1355	532	420	367	936	1121	3964	815	1341
gudP.t01	1425	1403	557	403	452	917	1127	4489	852	1353
yqcA.t01	654	467	164	159	164	294	405	1475	321	450
truC.t01	965	859	328	266	337	457	737	2414	519	783
yqcC.t01	460	416	266	184	162	191	381	999	219	330
csrB.r01	12261	11004	7233	25894	17230	22560	33410	28159	13185	369
syd.t01	695	626	298	268	219	398	647	1873	311	546
queF.t01	1690	1503	710	640	531	994	1307	3168	699	849
ygdH.t01	2434	2118	1156	1058	1010	1368	2099	4710	1185	1365
sdaC.t01	5727	5362	3675	932	960	1397	3059	5650	1548	1290
sdaB.t01	3243	3059	1973	756	651	1017	2128	4607	1157	1368
ygdG.p01	0	0	0	0	0	0	0	0	0	756
ygdG.t01	898	828	358	322	183	600	661	2137	603	756
fucO.t01	1211	1025	322	422	413	633	1046	3273	634	1149
fucA.t01	878	704	222	213	227	541	647	2199	363	648
fucP.t01	1797	1619	532	497	555	1125	1546	4325	733	1317
fucI.t01	3832	3607	1881	1032	981	1630	2246	5921	1233	1776
fucK.t01	1747	1506	516	464	559	980	1314	4691	824	1449
fucU.t01	631	481	230	278	280	310	430	1173	288	423
fucR.t01	1208	1065	470	292	430	678	1045	2606	451	732
rlmM.t01	1889	1623	886	783	652	1043	1303	3721	831	1101
ygdD.t01	656	580	163	177	183	306	336	1120	364	396
gcvA.t01	1337	1246	573	538	431	816	1218	3265	785	918
gcvB.r01	1427	1733	999	921	617	813	1654	1977	748	206
ygdI.t01	294	281	77	299	204	346	231	749	172	228
csdA.t01	1556	1247	422	471	464	802	1177	3771	830	1206
csdE.t01	591	505	178	205	187	275	533	1423	299	444
tcdA.t01	906	866	374	338	278	615	589	2688	526	807
mltA.t01	1591	1430	652	549	465	772	1372	3616	805	1098
metZ.r01	0	0	0	0	0	0	0	0	0	77
metW.r01	0	0	0	0	0	0	0	0	0	77
metV.r01	1334	1655	949	1050	694	1113	798	1965	950	77
amiC.t01	1565	1308	433	513	548	970	1256	3888	906	1254
argA.t01	1507	1397	405	403	452	876	1238	4503	910	1332
recD.p01	0	0	0	0	0	0	0	0	0	1827
recD.t01	2112	1862	657	698	671	1293	1678	5908	1281	1827
recB.p01	0	0	0	0	0	0	0	0	0	3543
recB.t01	5393	4573	1971	1801	1724	2913	3881	11617	2669	3543
ptrA.t01	4197	3814	1257	1331	1276	2393	3389	9951	2249	2889
recC.p01	0	0	0	0	0	0	0	0	0	3369
recC.t01	5137	4455	1655	1773	1745	2770	3691	11361	2452	3369
ppdC.t01	284	253	85	84	62	188	256	980	216	324
ygdB.t01	450	343	112	112	147	239	301	979	206	408
ppdB.t01	611	527	187	132	175	345	445	1745	314	564
ppdA.t01	534	341	112	148	133	266	392	1379	263	471
thyA.t01	1948	1860	938	629	627	853	1097	2599	660	795
lgt.t01	1950	1549	775	639	589	862	1167	3179	823	876
ptsP.t01	5654	5482	3017	2666	2445	3010	3478	8093	2291	2247
rppH.t01	3385	3525	1991	1787	1491	1473	1553	2674	1042	531
mutH.t01	813	695	208	191	198	392	823	2150	556	690
ygdQ.t01	1229	873	498	349	308	742	809	2569	547	714
ygdR.t01	310	250	105	133	101	167	313	748	170	219
tas.t01	2264	2044	961	1764	1674	1713	1558	3506	1210	1041
lplT.t01	1428	1369	378	435	390	860	1166	3450	676	1194
aas.t01	2599	2341	932	842	795	1453	1998	6746	1501	2160
omrA.r01	42	62	14	17	18	42	12	156	25	88
omrB.r01	55	50	18	19	8	34	39	128	30	82
galR.t01	1997	1747	772	549	614	744	1183	3647	804	1032
lysA.t01	1625	1232	319	446	353	736	1168	3736	942	1263
lysR.t01	1127	1050	323	331	345	686	908	2893	607	936
ygeA.t01	727	688	194	229	188	415	622	2053	369	693
araE.t01	1768	1392	456	524	442	853	1249	4735	885	1419
kduD.t01	988	767	286	283	330	530	720	2654	562	762
kduI.t01	1218	1033	436	308	394	600	1007	2811	650	837
yqeF.t01	2290	2099	1262	1348	1289	1290	2563	4874	1605	1182
yqeG.t01	3569	3607	2271	1371	1342	1608	1921	4632	997	1230
yqeH.t01	613	541	190	143	208	340	552	2087	337	633
yqeI.t01	980	881	372	273	345	467	815	2449	589	810
yqeJ.t01	370	373	191	108	71	198	309	1369	208	483
yqeL.t01	39	48	9	12	4	23	51	126	12	81
yqeK.t01	386	289	107	88	92	156	323	1081	185	426
ygeG.t01	388	416	137	49	81	244	403	1184	110	492
ygeH.t01	1304	1211	322	272	280	765	1189	3958	520	1377
ygeI.t01	208	160	57	97	106	205	363	765	118	219
insD1.t01	0	0	0	0	0	0	0	0	0	906
insC1.t01	0	0	0	0	0	0	0	0	0	366
glyU.r01	64	64	25	23	39	25	82	177	35	74
ygeR.t01	1539	1370	563	527	583	738	1174	2624	574	756
xdhA.t01	3003	2433	883	1038	894	1635	2276	7085	1497	2259
xdhB.t01	1180	1184	422	468	397	584	1061	2582	699	879
xdhC.t01	505	465	149	172	99	252	446	1573	240	480
ygeV.t01	3010	2780	1427	867	897	1548	2757	6682	1266	1779
ygeW.t01	1451	1174	429	374	378	731	1156	3788	724	1191
ygeX.t01	1381	1184	469	398	368	706	1168	3521	937	1197
ygeY.t01	1401	1066	311	366	452	661	1174	4406	728	1212
hyuA.t01	1614	1509	453	415	447	915	1397	4873	1002	1386
yqeA.t01	1113	895	374	250	328	424	853	2652	446	933
yqeB.t01	2018	1648	451	465	556	1044	1654	5664	1026	1626
yqeC.t01	1218	921	464	330	390	749	969	2720	602	771
mocA.t01	1093	1120	707	1790	1696	2023	1685	2540	487	579
ygfK.t01	3755	3090	999	931	920	1944	2983	10161	1934	3099
ssnA.t01	1501	1275	416	366	420	909	1176	4290	869	1329
ygfM.t01	967	688	245	195	186	438	686	2304	550	780
xdhD.t01	3428	2871	1084	1024	1056	2097	2724	9456	2022	2871
xanQ.t01	1661	1571	479	427	479	1011	1230	4882	890	1401
guaD.t01	2021	1753	624	683	478	1177	1421	4742	812	1320
ygfQ.t01	1686	1485	444	413	399	933	1279	4459	912	1368
ygfS.t01	461	403	158	122	166	279	454	1514	276	489
ygfT.t01	2162	2042	667	583	581	1069	2080	6285	1191	1920
uacT.t01	1656	1518	517	482	443	1005	1284	5092	972	1449
yqfG.t01	105	119	25	24	27	41	104	337	36	126
idi.t01	1141	1043	592	793	828	861	1160	2101	559	549
lysS.t01	4410	3991	2369	1606	1394	1818	2480	5730	1553	1518
prfB.t01	13703	13763	9568	6102	5664	4713	5620	7198	3564	1023
prfB.t01	0	0	0	0	0	0	0	0	0	75
recJ.p01	0	0	0	0	0	0	0	0	0	1734
recJ.t01	2288	1905	819	669	766	1069	1783	5308	1193	1734
dsbC.t01	1483	1108	579	523	477	755	942	2420	609	711
xerD.t01	1896	1744	747	759	743	817	1522	3624	841	897
fldB.t01	983	1009	496	389	396	582	906	1971	477	522
cptA.t01	646	661	352	347	259	391	618	1382	350	408
sdhE.t01	734	769	500	398	435	396	898	1178	394	267
ygfZ.t01	3508	2884	1557	1741	1544	1578	2517	4186	1677	981
yqfA.t01	1160	1171	527	813	836	838	1696	2923	706	660
yqfB.t01	642	759	352	387	367	428	554	1109	271	312
bglA.t01	7216	7188	4291	3115	2997	2949	4132	6986	2587	1440
ygfF.t01	1105	940	427	394	367	635	1040	2625	632	744
gcvP.t01	18134	15918	10313	13740	12865	9816	15695	15744	9336	2874
gcvH.t01	2028	1722	954	1507	1415	1203	1378	2058	1143	390
gcvT.t01	10956	9141	5793	7085	6770	4962	7347	7842	4412	1095
ubiI.t01	2169	1860	904	767	817	891	1677	4442	1088	1203
ubiH.t01	1425	1226	471	495	496	599	1154	3507	868	1179
pepP.t01	4472	4854	2496	2905	2485	2314	3348	5512	2143	1326
ygfB.t01	3644	3345	2208	1975	1805	1575	2065	3154	1115	579
zapA.t01	848	826	385	613	556	640	1112	1356	409	330
ssrS.r01	5330	5130	3734	7253	5950	4907	14293	9669	4932	183
fau.t01	804	802	355	287	261	443	612	1876	526	549
sibC.r01	160	94	46	49	50	41	98	405	65	140
ibsC.t01	0	0	0	0	0	0	0	0	0	60
serA.t01	2376	2039	989	1716	1641	1681	2985	5129	2134	1233
rpiA.t01	3264	3186	1733	1761	1496	1414	2405	3449	1160	660
argP.t01	1557	1327	537	550	519	611	966	3214	771	894
scpA.t01	2572	2173	755	628	653	1196	2007	6577	1293	2145
argK.t01	1154	972	336	254	227	510	926	3165	603	996
scpB.t01	896	836	299	242	289	544	763	2575	487	786
scpC.t01	1745	1562	596	445	395	936	1348	5180	1046	1479
ygfI.t01	1413	1201	393	401	352	617	1029	3545	680	897
yggE.t01	4637	4353	2633	5495	5188	4742	3077	3722	1597	741
argO.t01	809	696	251	255	243	384	591	2197	403	636
mscS.t01	2094	2241	885	3005	2101	2869	1894	3734	956	861
fbaA.t01	65424	58979	35874	30981	32864	22515	26137	16265	12927	1080
pgk.t01	20836	19191	13281	11483	10843	8904	10090	9589	5433	1164
epd.t01	3395	3085	1808	1406	1328	1419	1936	4143	1038	1020
yggC.t01	1668	1299	715	954	845	966	1197	2923	757	714
yggD.t01	1183	1068	477	498	510	603	705	1765	539	510
yggF.t01	1064	909	243	246	355	554	716	2677	579	966
yggP.t01	1490	1360	331	366	404	752	1269	4009	808	1278
cmtA.t01	1784	1547	481	408	370	747	1322	5042	924	1389
cmtB.t01	480	564	158	98	157	237	410	1571	292	444
tktA.t01	90628	89503	57905	29418	23480	17634	32462	27698	18524	1992
loiP.t01	1183	1043	364	479	441	618	1135	2682	683	759
speB.t01	1757	1648	812	549	567	623	908	3118	815	921
speA.t01	17255	16034	10438	5537	5342	4604	6976	8888	3520	1977
yqgB.t01	2176	2133	1295	370	429	341	575	477	242	132
yqgC.t01	1908	2004	1109	387	426	350	631	949	307	216
metK.t01	6853	6392	4304	3254	2520	2422	3224	5526	1892	1155
galP.t01	2989	2840	1613	887	762	1181	1868	5161	1285	1395
yggI.t01	862	1056	643	298	238	340	770	1786	415	498
endA.t01	865	743	229	209	122	326	572	2140	493	708
rsmE.t01	2301	2254	1183	1114	902	1180	1392	3020	907	732
gshB.t01	6314	5989	3725	3861	3700	3965	3922	5643	2709	951
yqgE.t01	1638	1564	659	517	478	630	1193	2518	679	564
yqgF.t01	621	499	214	172	241	286	563	1348	392	417
yggR.t01	1216	1091	252	266	267	498	792	3015	693	981
yggS.t01	1272	1185	608	353	311	443	898	2649	590	705
yggT.t01	1681	1546	890	706	538	675	1032	2184	603	567
yggU.t01	814	651	424	237	295	286	438	953	308	291
rdgB.t01	1084	1044	510	351	346	458	674	1766	521	594
yggW.t01	1462	1276	390	381	382	630	1375	3946	811	1137
yggM.t01	1382	1101	398	214	266	569	987	3489	773	1008
ansB.t01	1215	1220	334	253	308	597	1221	3686	862	1047
yggN.t01	1661	1694	1046	667	536	755	1728	3040	768	720
yggL.t01	539	420	220	235	204	271	305	1098	297	327
trmI.t01	1191	1081	479	394	331	452	844	2279	622	720
mutY.t01	2915	2779	1286	1451	1408	1491	2133	4266	1367	1053
yggX.t01	2657	3015	1571	2035	2026	1845	2901	3030	1383	276
mltC.t01	1683	1550	576	487	463	623	1471	4102	833	1080
nupG.t01	2132	2012	730	611	535	1050	2452	4875	847	1257
speC.t01	3141	2762	1090	766	593	1306	1926	7764	1598	2136
yqgA.t01	1024	970	245	228	220	392	1012	2618	478	708
pheV.r01	0	0	0	0	0	0	0	0	0	76
yghD.t01	651	544	164	152	171	303	573	1848	429	537
yghG.t01	564	455	148	88	163	238	341	1508	303	411
pppA.t01	1280	1234	523	421	370	482	879	3087	670	810
yghJ.t01	8882	8188	3392	2374	2146	3245	5174	15955	3504	4563
glcA.t01	2082	1892	559	942	875	1189	1659	6041	1208	1683
glcB.t01	3243	2479	668	11894	10799	9000	2420	8063	1729	2172
glcG.t01	511	413	171	2692	2406	1694	439	1268	385	405
glcF.t01	1469	1365	403	2712	2247	2228	1134	4006	793	1224
glcE.t01	1081	897	375	1040	777	1096	885	3112	636	1053
glcD.t01	1795	1488	447	6998	6717	6188	1455	5106	1163	1500
glcC.t01	1069	925	282	379	280	406	2492	3241	879	765
insH1.t01	0	0	0	0	0	0	0	0	0	1017
yghQ.t01	1372	1160	388	343	307	566	905	3586	701	1068
yghR.t01	982	795	294	209	190	418	701	2453	465	759
yghS.t01	883	920	294	207	175	414	655	2545	468	714
yghT.t01	819	926	294	170	162	298	824	2673	623	693
pitB.t01	1823	1708	465	383	360	876	1407	5444	1240	1500
gss.t01	4880	3808	1994	2085	1984	2465	3071	7164	2063	1860
yghU.t01	1233	1189	450	852	701	956	1356	3324	855	867
hybG.t01	276	288	107	64	92	229	304	886	181	249
hybF.t01	346	295	111	111	88	165	259	869	201	342
hybE.t01	654	565	156	94	150	239	344	1560	293	489
